,index,word,frequency
1336,1880,помічати,1147
1337,2751,холод,1146
1338,2181,розповідь,1146
1339,1144,критика,1144
1340,2567,тепло,1144
1341,2354,сонячний,1143
1342,2904,юрко,1142
1343,476,годинник,1142
1344,1359,момент,1142
1345,920,злий,1141
1346,1400,міський,1141
1347,1975,привезти,1140
1348,2144,режисер,1140
1349,263,вирости,1139
1350,1573,нічний,1139
1351,2894,щодо,1138
1352,1795,поволі,1137
1353,278,виступити,1135
1354,2320,славний,1130
1355,513,григорович,1128
1356,711,дійсність,1124
1357,1349,мокрий,1124
1358,78,блакитний,1122
1359,1653,основа,1121
1360,479,годі,1121
1361,446,гармата,1120
1362,1099,комісія,1120
1363,2909,явище,1119
1364,918,зерно,1118
1365,2872,шматок,1117
1366,2204,руський,1116
1367,867,збір,1115
1368,758,жіночий,1114
1369,1283,марина,1114
1370,2031,пролунати,1113
1371,2086,піднятися,1112
1372,361,втім,1111
1373,2919,язково,1111
1374,2667,українець,1111
1375,119,бригада,1110
1376,42,атомний,1110
1377,1771,площа,1109
1378,2812,четвертий,1106
1379,1370,мріяти,1106
1380,2373,спеціальний,1106
1381,1371,мтс,1105
1382,2762,хрест,1104
1383,878,звертатися,1104
1384,268,висновок,1104
1385,149,більшість,1102
1386,2482,супутник,1102
1387,2078,підвести,1101
1388,839,заснути,1100
1389,2810,чесний,1100
1390,875,звернути,1099
1391,1111,корова,1099
1392,648,доктор,1099
1393,1847,покоління,1099
1394,2500,схопитися,1097
1395,1486,натовп,1097
1396,2200,рудий,1096
1397,2953,європа,1095
1398,1631,олег,1095
1399,444,ганна,1095
1400,1981,пригода,1095
1401,1591,обрій,1094
1402,1064,княжий,1092
1403,412,вій,1091
1404,2504,сша,1091
1405,2543,твердий,1090
1406,1476,населення,1089
1407,2536,таня,1088
1408,2570,техніка,1086
1409,2377,спинитися,1086
1410,470,гнів,1085
1411,363,вузький,1085
1412,2281,серйозний,1081
1413,1777,побачивши,1080
1414,1039,керувати,1077
1415,1519,незвичайний,1077
1416,262,виробництво,1077
1417,2680,урср,1076
1418,2161,робітничий,1075
1419,735,жарт,1074
1420,1656,особистий,1073
1421,1791,повз,1072
1422,1116,коса,1072
1423,1773,пляшка,1072
1424,518,громадський,1070
1425,266,вискочити,1068
1426,2646,тяжко,1068
1427,2267,секунда,1068
1428,1368,мотор,1068
1429,92,богдан,1068
1430,2820,число,1064
1431,89,блідий,1063
1432,1379,мука,1060
1433,2203,русь,1060
1434,892,звір,1060
1435,1258,літній,1058
1436,273,виставка,1058
1437,163,варто,1058
1438,801,зала,1057
1439,2279,середній,1055
1440,1673,отож,1055
1441,978,зрештою,1055
1442,1812,поговорити,1053
1443,1837,позаду,1053
1444,1797,повторити,1051
1445,2814,чий,1051
1446,1865,політ,1050
1447,230,видатний,1049
1448,229,видати,1048
1449,2117,радісний,1047
1450,1924,потрібно,1047
1451,2952,євген,1047
1452,2404,спільний,1046
1453,186,велетенський,1045
1454,2659,увійти,1044
1455,480,голий,1043
1456,374,вчитель,1043
1457,2325,служба,1042
1458,919,зима,1042
1459,1872,помилка,1042
1460,549,гітлер,1042
1461,1075,колектив,1041
1462,528,грім,1041
1463,23,американець,1040
1464,828,запитувати,1040
1465,1955,правління,1040
1466,353,всього,1040
1467,962,зо,1038
1468,1286,марко,1037
1469,529,гріх,1037
1470,2479,сумно,1036
1471,2610,традиція,1034
1472,1529,ненависть,1034
1473,687,дуб,1031
1474,887,звучати,1031
1475,258,випустити,1031
1476,1929,похмурий,1030
1477,2559,телефон,1030
1478,2486,сусідній,1030
1479,672,дошка,1029
1480,507,готувати,1028
1481,990,зусилля,1027
1482,2643,тягнути,1026
1483,1112,король,1026
1484,765,заважати,1025
1485,2214,рівень,1025
1486,1903,посада,1023
1487,620,дитинство,1022
1488,586,демократичний,1022
1489,1535,несподіваний,1022
1490,2697,уявляти,1022
1491,2028,прокинутися,1022
1492,997,зібрати,1021
1493,2797,чарівний,1021
1494,2268,селище,1019
1495,1018,каміння,1019
1496,1118,космос,1018
1497,1789,поверхня,1018
1498,814,замок,1018
1499,1788,поверх,1016
1500,1133,красивий,1016
1501,571,дах,1015
1502,2652,тітка,1015
1503,1752,пильно,1015
1504,2819,численний,1014
1505,585,дем,1012
1506,999,зійти,1011
1507,2943,ясо,1010
1508,1708,партійний,1010
1509,498,горілка,1009
1510,2883,шум,1009
1511,800,зал,1007
1512,1931,похід,1006
1513,569,дата,1006
1514,2010,приємно,1005
1515,2307,скласти,1004
1516,1282,мар,1003
1517,534,гукати,1002
1518,279,висіти,1000
1519,1737,перестати,999
1520,288,виявити,998
1521,967,зокрема,998
1522,1805,повість,998
1523,2129,рана,998
1524,1094,композитор,998
1525,2064,пункт,997
1526,1967,президент,997
1527,2816,чим,997
1528,994,зустрічати,995
1529,552,да,995
1530,2878,штани,994
1531,2673,університет,994
1532,1515,недалеко,993
1533,1362,мороз,993
1534,1128,крайнєв,992
1535,389,відмовитися,991
1536,1328,митець,991
1537,722,діяч,991
1538,1677,ох,989
1539,955,зникати,989
1540,2588,товстий,989
1541,1649,орден,989
1542,1025,карта,989
1543,1641,операція,988
1544,1216,ловити,987
1545,612,диво,987
1546,832,запорожець,985
1547,1320,минати,984
1548,2382,спогад,983
1549,290,виявлятися,983
1550,976,зразок,982
1551,2087,підприємство,981
1552,1559,нібито,981
1553,58,батьки,980
1554,679,друге,980
1555,261,вирватися,979
1556,2542,тварина,979
1557,2302,скинути,978
1558,723,еге,976
1559,1977,привід,976
1560,250,виникнути,975
1561,853,захоплення,974
1562,1012,кажучи,974
1563,309,вогнище,973
1564,2761,храм,973
1565,2366,спалахнути,972
1566,654,дома,972
1567,1704,парк,971
1568,1277,малуша,970
1569,465,глухий,970
1570,2531,талант,968
1571,2217,ріг,968
1572,52,база,968
1573,2231,рішучий,968
1574,1953,правило,967
1575,1278,малювати,966
1576,2629,троє,964
1577,1162,культурний,964
1578,1611,однаково,964
1579,1621,означати,962
1580,2748,ховатися,962
1581,754,жорстокий,962
1582,387,відкритий,961
1583,2005,присутній,960
1584,2397,спроба,960
1585,486,голосно,958
1586,1219,лунати,958
1587,132,буржуазний,958
1588,1688,палата,957
1589,1971,преса,957
1590,2922,язувати,957
1591,1325,мирний,956
1592,1860,польща,956
1593,1477,наслідок,955
1594,2131,рано,955
1595,845,засідання,954
1596,987,зупинити,954
1597,1635,оленка,954
1598,2981,існування,953
1599,1954,правильно,953
1600,508,готуватися,953
1601,1579,обернутися,952
1602,982,зрозуміло,951
1603,1316,милий,951
1604,2297,скарб,951
1605,799,закінчитися,951
1606,2983,істина,950
1607,182,вдома,950
1608,350,встановити,949
1609,1366,московський,946
1610,2806,черговий,946
1611,1814,подавати,945
1612,1719,перебувати,945
1613,275,вистачити,944
1614,1243,лікарня,943
1615,2907,ява,943
1616,950,значний,942
1617,1070,козацький,942
1618,2575,тип,941
1619,1479,насправді,940
1620,166,васильович,940
1621,2313,скрикнути,939
1622,1511,невідомо,938
1623,862,збирати,938
1624,1117,космонавт,937
1625,1335,мовби,937
1626,1279,малюнок,934
1627,1469,нарада,932
1628,2125,райком,932
1629,239,виконання,932
1630,868,збірка,932
1631,1148,круглий,931
1632,428,вітати,930
1633,2519,сіно,930
1634,312,водночас,930
1635,834,запросити,930
1636,328,воювати,929
1637,2689,усякий,928
1638,259,вираз,928
1639,2362,соціальний,926
1640,1222,льоня,926
1641,1058,ключ,925
1642,100,боліти,925
1643,2037,пропасти,925
1644,308,вогник,925
1645,1103,концерт,924
1646,388,відкриття,924
1647,1685,па,922
1648,313,вождь,922
1649,1462,написаний,921
1650,2381,сповнений,921
1651,2796,чарка,920
1652,2849,шановний,920
1653,893,звісно,920
1654,2869,шкіра,919
1655,223,виглядати,919
1656,138,бігати,919
1657,2815,чийсь,918
1658,604,джон,918
1659,2631,трубка,915
1660,2568,територія,915
1661,1250,лісовий,915
1662,122,брудний,915
1663,598,деталь,914
1664,1372,мудрий,914
1665,219,вивести,914
1666,31,ану,913
1667,852,захопити,913
1668,2032,промисловість,912
1669,2018,прогресивний,910
1670,775,завідуючий,910
1671,49,багатство,910
1672,2413,сталін,909
1673,2033,промова,909
1674,1605,одержувати,909
1675,116,братися,908
1676,764,зав,907
1677,99,болото,906
1678,710,дійсно,905
1679,2710,фон,905
1680,2972,інколи,905
1681,1909,посміхатися,905
1682,226,вид,904
1683,2930,якість,904
1684,691,дума,902
1685,1592,обставина,902
1686,650,долар,900
1687,923,злочин,899
1688,2630,труба,899
1689,1443,найближчий,898
1690,1881,помічник,898
1691,2734,хвилюватися,897
1692,1017,камера,897
1693,527,грізний,897
1694,2545,твердо,897
1695,2465,ступити,897
1696,1472,народження,897
1697,2613,траплятися,897
1698,1501,небезпечний,896
1699,941,знайтися,895
1700,2276,сердито,895
1701,936,змінитися,894
1702,911,здригнутися,894
1703,2202,рукав,893
1704,2562,темно,893
1705,1527,неможливо,893
1706,105,борода,892
1707,2215,рівний,891
1708,1780,побувати,891
1709,44,ах,890
1710,787,зайвий,890
1711,2020,продати,889
1712,2571,технічний,888
1713,1619,озирнутися,888
1714,2906,яблуко,888
1715,2775,царський,887
1716,1722,перевірити,886
1717,2170,розглядати,886
1718,134,буря,885
1719,563,данило,882
1720,203,весняний,882
1721,483,голод,882
1722,538,гурт,882
1723,2642,тюрма,881
1724,1745,період,881
1725,2766,худоба,881
1726,1446,найвищий,881
1727,746,житель,880
1728,2222,різко,880
1729,1844,покинути,880
1730,1992,примусити,879
1731,1751,печера,878
1732,2471,суворо,878
1733,689,дужий,878
1734,2039,пропонувати,877
1735,1906,посилати,876
1736,854,захотіти,876
1737,866,збудувати,876
1738,1520,незнайомий,876
1739,1299,мед,876
1740,1330,михайлик,876
1741,929,змога,876
1742,37,арсен,874
1743,2116,радіо,874
1744,1168,курс,873
1745,291,виїхати,872
1746,1106,кордон,872
1747,904,здатний,871
1748,1303,менший,871
1749,2233,садок,871
1750,1407,мічурін,870
1751,1456,намір,870
1752,821,заперечити,869
1753,2273,семенович,868
1754,1750,петрівна,868
1755,1946,пояс,868
1756,603,джерело,867
1757,637,довкола,867
1758,1540,нещасний,867
1759,963,зобов,867
1760,1408,мішок,866
1761,2992,їжа,865
1762,2242,сашко,864
1763,1736,перемогти,861
1764,1109,користуватися,861
1765,2596,тонна,861
1766,1518,незважаючи,861
1767,2069,пушкін,861
1768,2933,яна,860
1769,1001,зір,860
1770,2372,спершу,860
1771,1782,пов,860
1772,337,впізнати,859
1773,2786,цікавити,859
1774,2903,юрба,859
1775,1528,ненавидіти,859
1776,822,заперечувати,858
1777,1436,назавжди,857
1778,1800,повідомлення,857
1779,1772,пляма,857
1780,2411,сталий,856
1781,733,ех,856
1782,2406,срібний,855
1783,451,гей,855
1784,152,вага,855
1785,1823,подих,855
1786,1326,мисливець,854
1787,2272,семен,854
1788,2770,хутір,853
1789,2931,яма,853
1790,1460,наперед,851
1791,185,везти,851
1792,2038,пропозиція,851
1793,1904,посадити,850
1794,1171,кухня,850
1795,1475,насамперед,850
1796,1599,оглянути,849
1797,1905,посеред,849
1798,54,байдуже,848
1799,2286,сигнал,848
1800,986,зуміти,848
1801,108,борт,847
1802,870,званий,847
1803,1241,лізти,847
1804,2029,проклятий,847
1805,2142,редактор,846
1806,1265,майдан,846
1807,55,байдужий,846
1808,349,вставати,846
1809,750,життєвий,845
1810,2729,харків,845
1811,65,безліч,844
1812,495,горло,844
1813,817,запам,844
1814,2451,сторона,843
1815,2444,стовп,843
1816,857,заява,842
1817,1839,позиція,841
1818,164,вартовий,840
1819,2541,таємничий,840
1820,2152,рибалка,840
1821,1840,познайомитися,840
1822,2330,слідом,840
1823,1252,літа,839
1824,1724,передавати,839
1825,2733,хвилювання,838
1826,1698,панувати,838
1827,2435,стеля,838
1828,848,захист,838
1829,1834,поетичний,838
1830,2304,складати,838
1831,1932,поцілувати,838
1832,1728,передовий,837
1833,2782,цигарка,837
1834,1042,керівництво,836
1835,2473,суддя,836
1836,1054,класти,836
1837,472,го,836
1838,2009,приємний,836
1839,819,запах,836
1840,926,злякатися,835
1841,2008,приятель,835
1842,26,англія,834
1843,1270,майстерня,834
1844,1997,принцип,833
1845,847,зауважити,833
1846,1710,парубок,833
1847,2901,юний,833
1848,2511,сяяти,833
1849,300,вмерти,832
1850,1309,метод,832
1851,738,жахливий,832
1852,1351,молитися,831
1853,935,змінити,831
1854,148,більшовик,831
1855,12,адреса,831
1856,974,зрадіти,830
1857,117,брехати,830
1858,1200,лекція,829
1859,2842,чудово,828
1860,1355,молодший,828
1861,1522,неймовірний,827
1862,644,дозволяти,827
1863,484,голодний,827
1864,2554,театральний,827
1865,1425,нагода,827
1866,1319,мимоволі,826
1867,241,виконком,826
1868,1208,лихий,826
1869,439,гай,825
1870,1587,обоє,825
1871,1746,пес,825
1872,2955,єднання,824
1873,2088,підстава,824
1874,1008,йтися,823
1875,253,випадково,823
1876,1454,намагаючись,823
1877,2146,ремонт,822
1878,1037,квітка,822
1879,17,академія,821
1880,2094,пізнати,821
1881,2199,рота,819
1882,1385,міжнародний,818
1883,789,займатися,817
1884,2023,продукція,816
1885,1448,найменший,816
1886,53,базар,816
1887,1699,пані,815
1888,137,бібліотека,815
1889,93,бодай,815
1890,544,гіркий,815
1891,1374,муж,814
1892,2668,українка,813
1893,1569,ніна,813
1894,952,знаючи,813
1895,824,записати,813
1896,2690,учасник,813
1897,2054,процент,813
1898,1220,львів,812
1899,1378,музичний,812
1900,1887,попередній,812
1901,606,дзвін,811
1902,989,зупинятися,809
1903,995,зустрічатися,809
1904,2321,слов,809
1905,2075,північ,808
1906,1139,кривавий,808
1907,2754,хома,808
1908,1868,поліцай,808
1909,1121,котитися,807
1910,331,воєнний,806
1911,1160,кулемет,805
1912,271,висота,805
1913,613,дивовижний,805
1914,2848,шабля,805
1915,2496,сход,804
1916,1235,лягати,804
1917,2120,радіти,804
1918,403,відстань,804
1919,1855,полонений,803
1920,928,змагання,803
1921,699,духовний,802
1922,175,ввійти,802
1923,2692,учений,802
1924,427,вісім,802
1925,60,батьків,801
1926,2409,ставитися,800
1927,1095,комунізм,799
1928,304,внизу,799
1929,1798,повторювати,798
1930,1052,клайд,798
1931,1027,картопля,797
1932,1030,катерина,797
1933,2333,смак,797
1934,2213,рятувати,797
1935,921,зло,797
1936,1645,орган,797
1937,2749,хода,797
1938,2073,південь,796
1939,1979,пригадати,795
1940,2602,точка,795
1941,2355,сорок,795
1942,2533,танець,795
1943,841,заспокоїтися,795
1944,1120,костюм,795
1945,228,видання,794
1946,1928,похитати,794
1947,2807,черевик,794
1948,924,злочинець,794
1949,1090,комбінат,794
1950,469,гнати,793
1951,2611,трактор,792
1952,1669,отвір,791
1953,1825,подорож,791
1954,2958,єр,791
1955,816,занадто,790
1956,1195,легше,789
1957,224,вигук,789
1958,2150,решта,789
1959,1957,праворуч,788
1960,2968,імперія,788
1961,2425,старшина,788
1962,1423,нагадати,788
1963,1707,партизанський,787
1964,2461,стріла,787
1965,1892,попід,787
1966,566,даремно,786
1967,732,епоха,786
1968,2243,свиня,786
1969,559,дальший,786
1970,736,жартувати,786
1971,1502,небесний,784
1972,5,автомашина,784
1973,2547,творити,783
1974,1254,літати,783
1975,503,господь,783
1976,2653,убити,782
1977,1701,папірець,782
1978,1991,прилад,781
1979,2345,собор,781
1980,2072,південний,781
1981,2383,сподобатися,780
1982,103,борис,780
1983,2569,терпіти,780
1984,2623,тривожний,780
1985,2949,ятник,780
1986,872,зватися,779
1987,2207,ручка,779
1988,2136,рація,777
1989,381,віддавати,776
1990,1138,кремер,776
1991,347,всесвіт,774
1992,2308,скло,774
1993,2035,проміння,774
1994,2186,розуміння,774
1995,1376,музей,773
1996,458,героїчний,773
1997,2163,родич,772
1998,220,вивчати,772
1999,1779,поблизу,771
2000,2881,штучний,771
2001,2292,синок,771
2002,2206,рухатися,771
2003,2135,рахунок,771
2004,2332,сліпий,771
2005,1551,новина,770
2006,2510,сяйво,770
2007,2839,чудесний,770
2008,234,визнати,769
2009,2634,трудовий,769
2010,2701,фарба,769
2011,98,болгарія,768
2012,1652,освіта,768
2013,1468,напрямок,768
2014,1821,подив,767
2015,2255,світанок,767
2016,193,верба,767
2017,6,автомобіль,767
2018,1594,обізватися,767
2019,2695,уява,767
2020,2946,ятдесят,767
2021,1285,марка,766
2022,2621,тривати,765
2023,965,зовнішній,765
2024,1239,ліда,764
2025,301,вмирати,764
2026,406,відчинити,764
2027,2257,світитися,764
2028,813,замовкти,764
2029,2632,труд,763
2030,2282,серйозно,763
2031,315,володар,763
2032,1970,премія,763
2033,281,витягти,763
2034,2145,результат,763
2035,1917,поступово,762
2036,2165,роз,762
2037,2880,штука,761
2038,1630,ол,760
2039,206,весілля,760
2040,2361,софія,759
2041,1338,мовчазний,759
2042,2430,створення,759
2043,505,готель,759
2044,2678,урочистий,759
2045,1498,нащо,758
2046,808,залізниця,757
2047,2175,розкрити,757
2048,2049,протилежний,755
2049,448,гарно,755
2050,2111,радгосп,755
2051,2019,продавати,755
2052,1768,плем,754
2053,2658,увечері,754
2054,2854,швидкий,754
2055,2877,штаб,754
2056,1234,люцифер,754
2057,2226,ріхтер,753
2058,932,змушений,752
2059,2092,підхопити,752
2060,493,гордість,751
2061,1190,лев,751
2062,477,годитися,751
2063,524,грунт,751
2064,1411,наблизитися,751
2065,640,довідатися,750
2066,2535,танцювати,750
2067,1679,охорона,750
2068,1009,кабіна,750
2069,1703,париж,750
2070,257,випускати,748
2071,2963,ідеал,748
2072,704,дівочий,748
2073,420,вільно,747
2074,354,всюди,747
2075,2209,рушниця,747
2076,881,звичай,746
2077,1066,кобзар,746
2078,1388,міліція,746
2079,2677,урок,745
2080,708,дідусь,745
2081,2709,ферма,745
2082,2714,фраза,745
2083,2002,присвячений,745
2084,1764,платити,745
2085,1082,колона,744
2086,836,заради,744
2087,537,гуркіт,744
2088,2789,цікавість,744
2089,373,вчинок,743
2090,1601,оголосити,743
2091,2530,талановитий,742
2092,1093,компанія,741
2093,2416,становити,740
2094,1419,навчитися,739
2095,1532,непомітно,738
2096,2564,теорія,738
2097,2401,спів,738
2098,695,дурень,738
2099,2783,цифра,738
2100,2264,сей,738
2101,1152,круча,737
2102,2991,їдальня,737
2103,442,галя,737
2104,1948,пояснювати,736
2105,127,будівельний,736
2106,584,дедалі,736
2107,2250,свідок,736
2108,1430,надзвичайний,735
2109,668,досягнення,735
2110,1404,міцкевич,735
2111,536,гуляти,735
2112,2090,підтримувати,733
2113,2305,складатися,733
2114,375,вчити,732
2115,1675,отут,732
2116,2948,ятнадцять,731
2117,2346,совість,730
2118,842,заспівати,730
2119,2070,пшениця,730
2120,133,бурхливий,730
2121,2245,своєрідний,730
2122,198,вершник,730
2123,2688,установа,730
2124,1626,окоп,729
2125,440,галина,729
2126,1295,матрос,728
2127,86,блиснути,728
2128,1665,осінь,727
2129,441,галузь,726
2130,551,гітлерівський,726
2131,2935,янко,726
2132,109,боярин,725
2133,2159,робочий,725
2134,2969,ін,725
2135,1741,перо,725
2136,686,дріт,725
2137,2123,рай,725
2138,1110,користь,724
2139,1031,катя,724
2140,2014,пробувати,724
2141,1816,подарунок,723
2142,751,жовтень,723
2143,1114,коротко,722
2144,768,завдяки,722
2145,667,дослідження,722
2146,67,безперечно,721
2147,1396,містечко,721
2148,1508,невидимий,721
2149,2557,текти,721
2150,1564,нікуди,720
2151,209,вечірній,720
2152,2429,створений,719
2153,1494,начальство,719
2154,2495,сховатися,718
2155,1011,кадр,718
2156,41,атмосфера,718
2157,9,агент,717
2158,1640,опера,717
2159,2987,італійський,716
2160,34,аркадій,716
2161,727,експедиція,715
2162,267,висловити,714
2163,2410,ставлення,714
2164,2962,ігор,714
2165,1767,плащ,713
2166,249,виникати,713
2167,1996,приносити,712
2168,877,звертати,712
2169,891,звільнити,712
2170,1308,металевий,712
2171,730,елемент,711
2172,1711,пасажир,711
2173,2084,піднести,711
2174,2447,столик,711
2175,2708,фейлетон,711
2176,64,безбородько,711
2177,589,депутат,710
2178,2672,уміти,710
2179,2846,чутися,709
2180,879,звести,709
2181,2507,сьогоднішній,709
2182,820,запевняти,709
2183,1312,мешканець,708
2184,2340,снаряд,708
2185,2911,яз,707
2186,543,гілка,707
2187,690,дужче,707
2188,1307,метал,707
2189,1718,перебити,707
2190,2860,шеф,706
2191,2335,смуга,706
2192,2747,ховати,705
2193,1085,коляда,705
2194,2063,птиця,705
2195,2432,створювати,704
2196,602,джеймс,704
2197,162,вартий,704
2198,2455,страждання,703
2199,2718,фред,703
2200,2076,північний,702
2201,803,залишати,702
2202,2148,ресторан,701
2203,2058,прощати,700
2204,1875,помчати,700
2205,1819,подвиг,700
2206,2262,свічка,698
2207,2608,трагедія,698
2208,1281,мамай,698
2209,2585,товар,698
2210,1545,низький,698
2211,1183,кіт,698
2212,953,зненацька,697
2213,192,веліти,697
2214,29,анна,697
2215,2597,тоня,697
2216,120,бригадир,697
2217,744,живіт,697
2218,1883,понести,696
2219,1244,лікоть,695
2220,1126,кп,695
2221,1354,молодиця,695
2222,1067,коваль,694
2223,369,вхід,693
2224,802,залежати,693
2225,2505,ський,693
2226,395,відповідний,693
2227,2663,ударити,692
2228,1739,переходити,691
2229,362,вугілля,690
2230,1165,купець,690
2231,697,дурниця,690
2232,2937,яр,690
2233,2607,травень,689
2234,1416,навряд,688
2235,2301,скидан,688
2236,2030,прокурор,688
2237,810,залізо,688
2238,1149,крутий,687
2239,916,землянка,687
2240,1894,порада,687
2241,1029,катастрофа,687
2242,2239,самотній,686
2243,674,драма,686
2244,190,величний,685
2245,546,гірський,685
2246,2113,радити,685
2247,1661,остаточно,684
2248,2440,стиль,684
2249,274,вистачати,684
2250,1150,крутити,684
2251,1357,молодість,683
2252,194,вернутися,683
2253,87,блищати,683
2254,73,битва,681
2255,2795,чай,681
2256,669,досягти,681
2257,2600,торкнутися,680
2258,2497,сходити,680
2259,1810,поглядати,680
2260,1418,навчити,679
2261,1958,прагнення,679
2262,2065,пускати,679
2263,1373,мудрість,679
2264,2378,спис,678
2265,1056,клопіт,678
2266,2390,споруда,678
2267,2940,яскраво,677
2268,235,визначити,677
2269,861,зберегти,677
2270,437,газ,676
2271,1137,крб,676
2272,980,зроблений,674
2273,2793,цілувати,674
2274,2753,холодно,674
2275,1738,перетворитися,674
2276,2477,сума,674
2277,151,біс,673
2278,2299,скаржитися,673
2279,1607,одеський,673
2280,1536,несподіванка,673
2281,66,безмежний,673
2282,2769,хустка,673
2283,2391,спостерігати,673
2284,2787,цікавитися,673
2285,2298,скарга,673
2286,70,берегти,672
2287,1980,пригадувати,672
2288,562,даний,672
2289,181,вдень,671
2290,104,борисович,671
2291,1434,надіслати,671
2292,1988,прийом,670
2293,925,злякано,670
2294,1732,перекладач,669
2295,159,валерик,668
2296,247,вимога,668
2297,1629,окуляр,668
2298,1734,переконатися,668
2299,2832,чоловічий,668
2300,1664,осінній,667
2301,781,загрожувати,667
2302,2068,путь,666
2303,384,відзначити,666
2304,2179,розмір,665
2305,694,дунай,665
2306,784,задоволений,665
2307,2524,сіяти,665
2308,1918,постійний,664
2309,655,донька,664
2310,1167,купувати,664
2311,1895,порадити,664
2312,118,брехня,663
2313,777,загибель,662
2314,1634,олена,662
2315,605,дзвонити,662
2316,1238,ліворуч,662
2317,1542,нещодавно,661
2318,898,згодитися,661
2319,2403,спілка,661
2320,943,знаменитий,660
2321,1223,льотчик,660
2322,474,гоголь,660
2323,897,згода,660
2324,1974,прив,660
2325,771,завмерти,660
2326,299,влаштувати,659
2327,899,згодний,659
2328,1098,комісар,659
2329,2481,суперечка,659
2330,1245,ліля,659
2331,607,дзеркало,659
2332,539,гусак,658
2333,1191,левко,658
2334,1886,попередити,658
2335,2722,фірма,657
2336,157,вайвасвата,657
2337,434,вія,657
2338,2324,слуга,656
2339,638,доводити,656
2340,2670,улюблений,656
2341,1826,подруга,655
2342,478,годувати,655
2343,243,використати,655
2344,2074,півень,655
2345,662,дорослий,654
2346,2109,раб,654
2347,360,втрачати,654
2348,2483,суспільний,653
2349,718,дістатися,653
2350,1998,припасти,653
2351,2639,турбота,653
2352,94,божевільний,652
2353,216,вибрати,652
2354,2851,шафа,652
2355,71,берлін,651
2356,2193,рослина,651
2357,792,закликати,651
2358,136,бюро,651
2359,1251,літ,650
2360,1521,незрозумілий,650
2361,1104,копійка,650
2362,971,зоряний,649
2363,2774,царство,649
2364,1766,плач,649
2365,2822,чисто,649
2366,1028,кат,649
2367,2707,федір,648
2368,2210,руїна,648
2369,895,згадка,648
2370,2336,сміливий,648
2371,2926,яковенко,648
2372,1221,львівський,648
2373,2103,пістолет,647
2374,2660,угорський,647
2375,221,вигадати,647
2376,1516,неділя,647
2377,1774,плід,646
2378,1862,полягати,646
2379,1717,пекло,646
2380,197,вершина,646
2381,2609,трагічний,646
2382,1727,передній,645
2383,237,викинути,645
2384,2741,хлоп,645
2385,1301,мелодія,645
2386,915,земляк,645
2387,2414,сталінський,644
2388,1083,колючий,644
2389,410,відійти,644
2390,2730,харківський,643
2391,1246,ліна,642
2392,2638,тур,642
2393,2439,степовий,641
2394,2197,росіянин,641
2395,1647,організм,641
2396,2640,турбуватися,641
2397,1596,обійтися,640
2398,1726,передача,640
2399,2897,щоправда,640
2400,1678,охопити,640
2401,2271,селянський,640
2402,2350,солодкий,640
2403,1035,квиток,639
2404,452,гектар,639
2405,2460,стрункий,639
2406,2347,сокира,639
2407,43,африка,639
2408,1360,моральний,638
2409,1606,одеса,637
2410,1713,певне,637
2411,1889,попливти,637
2412,1556,нью,636
2413,1459,напевно,636
2414,1451,наказувати,635
2415,811,замислитися,635
2416,174,ввечері,634
2417,460,гетьман,634
2418,912,здійснити,634
2419,2763,христос,633
2420,2317,скінчитися,633
2421,2791,цілковитий,633
2422,10,агроном,633
2423,76,благати,633
2424,964,зображення,633
2425,1600,оглянутися,633
2426,1466,напружений,633
2427,1613,одночасно,632
2428,16,академік,632
2429,2654,ув,632
2430,1125,коштувати,632
2431,2422,старовинний,631
2432,294,вкритий,631
2433,184,вежа,631
2434,1457,напад,630
2435,2388,сполучений,630
2436,729,електричний,630
2437,2234,сало,630
2438,2916,язень,630
2439,685,дрібниця,629
2440,2599,торгівля,629
2441,232,визволення,629
2442,285,вишня,628
2443,1945,поява,628
2444,2980,іскра,628
2445,1644,опустити,628
2446,1092,комендант,627
2447,2309,склянка,627
2448,2491,схвильований,627
2449,1107,кореспондент,627
2450,1648,організувати,626
2451,1760,плавати,626
2452,461,гинути,625
2453,1871,помилитися,625
2454,760,заборонити,624
2455,1586,оборона,624
2456,128,будівля,623
2457,1046,килим,623
2458,2951,ящик,622
2459,676,драматург,622
2460,2337,сміти,622
2461,1298,маючи,621
2462,260,виразно,621
2463,1983,придумати,621
2464,1192,легенда,621
2465,409,відчуття,620
2466,2556,текст,620
2467,1255,літера,620
2468,1794,повністю,620
2469,1885,попасти,620
2470,18,акт,619
2471,773,заводський,618
2472,1874,помовчати,618
2473,1344,можливий,618
2474,580,двісті,618
2475,788,займати,618
2476,1786,повертати,618
2477,1796,повстання,618
2478,1045,кидатися,617
2479,1863,поляк,617
2480,908,здобути,617
2481,1038,кейз,616
2482,2358,соромно,616
2483,492,гордий,616
2484,1864,полізти,616
2485,2098,пілот,616
2486,572,дбати,615
2487,581,двічі,614
2488,1936,почекати,614
2489,1218,лука,614
2490,779,заглянути,613
2491,2871,шляхтич,613
2492,905,здивований,612
2493,884,звичка,612
2494,97,болгарський,612
2495,1182,кістка,612
2496,1131,крапля,612
2497,2884,шуміти,612
2498,2513,сіль,611
2499,2936,янський,611
2500,629,добратися,611
2501,2265,секрет,611
2502,2419,старанно,611
2503,2712,фортеця,610
2504,1783,поведінка,610
2505,2310,сковорода,610
